Section,Item,Statement,Guidance,Importance,Score,Response,Improvements
Supporting Capabilities,4.6.1.,Your TRE must have a team of Operators in place to support projects working with TREs.,"This may be part of your organisation’s IT support team, or separate.
Responsibility should be clear and stakeholders should easily be able to access support appropriate to their needs.",Mandatory,2,"DaSH is part of the DDIS team within the university who have an accessible IT support team. There are named DDIS members who provide support to the Safehaven environment daily, for researchers. Additionally, the DaSH team (RC's and analysts) support the day-to-day running of the TRE. Support for researchers is easily accessed via email.",
Supporting Capabilities,4.7.1.,You should have a clear process in place for stakeholders to feedback on your TRE infrastructure.,"This may include a GitHub repository where people can open issues and discussions, communication streams like Slack or email, or forms stakeholders can fill in.",Recommended,2,"DaSH conduct a researcher feedback survey periodically to gain insight on current processes, attitudes, and improvement suggestions. The results are collated and presented to the team at the next Operations meeting, before actions are implemented. Researchers can also provide feedback outside of this via email or DaSH User teams channel.","Engagement can be low, looking at other opportunities to engage"
Supporting Capabilities,4.8.1.,You should ensure that all public engagement activities are representative and inclusive.,"Any public engagement activity carried out by TREs should make sure they are involving a representative sample where possible and that activities are accessible and open.
This could include following guidelines such as PEDRI.",Recommended,2,"DaSH have two members of the public on the Steering Committee. For DaSH projects, the public has been consulted / engaged via PIE activities.",Opportunity to share resources via the SSHN
Supporting Capabilities,4.8.2.,You could publicly share the details of any projects which use the TRE.,This may be via the TRE website or annual reports.,Optional,2,"The DaSH website includes a list of available datasets, and projects which have access the TRE. DaSH holds a Systems Development fund (SDF) grant from DARE UK to develop improvements on transparency of our TRE and to align with SATRE specification. This has included additional information being added to the website regarding staff, operations, current and previous projects etc.,",
Supporting Capabilities,4.8.3.,You could include members of the public in your approvals process.,This may be carried out via a separate public panel or by including members of the public on an approvals panel.,Optional,2,DaSH have two members of the public on the Steering Committee.,
Supporting Capabilities,4.8.4.,"You should publicly share details of incidents, near misses, and mitigations in a timely fashion, in line with good practices for responsible disclosure.","This may be via the TRE website or annual reports.
Sharing this information is particularly important when a TRE holds public sector data.",Recommended,1,"ISO 27001
A.5.24 – Information security incident management responsibilities and procedures. Information security incidents shall be responded to in accordance with a documented procedure",Looking at the public avaliable information
Supporting Capabilities,4.9.1.,You should have identify areas where legal advice may be required and ensure that you have ready access to it.,"It is likely that legal advice will be necessary for several issues around the handling of sensitive data, and managing project contracts.
TRE operators should have ready access to legal advice, including a way to solicit advice and carry out associated actions.",Recommended,2,The Research and Innovation team have legal expertise and are utilised by DaSH regarding contracts and legal advice.,
Supporting Capabilities,4.9.2.,You should identify areas where advice on data protection issues may be required and ensure that you have ready access to it.,It is likely that data protection advice will be necessary for several issues around the handling of sensitive data.,Recommended,2,The UoA and NHS Grampian Information Governance teams and DPO's are utilised by DaSH on data protection issues. We have a meeting every 4 weeks with representatives from each team to discuss issues. We can also contact via email in-between these meetings for additional assistance.,
Supporting Capabilities,4.9.3.,You should identify who will be responsible for managing contracts related to the TRE.,"These contracts may include data sharing agreements, secondments of personnel or limitations on how results obtained with the data can be distributed.",Recommended,2,"DaSH utilises both Research and Innovation team, and information governance teams in regards to managing contracts.",
,,,,,,,
Version,branch-latest-cdcb7c5,,,,,,
